skin_tone,nail_shape,nail_length,style_preference,occasion,recommended_design
neutral,oval,long,bold,party,Terracotta Swirl
neutral,coffin,short,classic,wedding,French Classic
warm,stiletto,medium,bold,work,Cat Eye
warm,oval,long,minimal,date,Minimal Nude
warm,squoval,short,bold,party,Glitter Gold
warm,square,medium,classic,work,French Classic
neutral,square,long,bold,party,Terracotta Swirl
neutral,round,medium,minimal,daily,Minimal Nude
neutral,coffin,short,minimal,date,Minimal Nude
neutral,oval,medium,classic,wedding,Korean Pink
warm,almond,medium,classic,wedding,Korean Pink
neutral,stiletto,short,classic,party,French Classic
warm,round,medium,classic,daily,French Classic
warm,almond,medium,minimal,date,Minimal Nude
cool,oval,medium,bold,party,Marble
warm,square,long,bold,work,Cat Eye
neutral,almond,medium,bold,daily,Cat Eye
warm,square,long,bold,date,Glitter Gold
neutral,stiletto,short,classic,wedding,French Classic
warm,stiletto,long,classic,party,Glitter Gold
neutral,coffin,short,bold,date,Cat Eye
neutral,square,short,bold,wedding,Terracotta Swirl
neutral,square,long,bold,party,Terracotta Swirl
neutral,oval,short,minimal,daily,Minimal Nude
neutral,squoval,medium,minimal,work,Minimal Nude
warm,coffin,medium,classic,daily,Minimal Nude
warm,round,long,minimal,party,Glitter Gold
neutral,coffin,short,minimal,wedding,Minimal Nude
cool,squoval,short,bold,date,Cat Eye
warm,square,medium,classic,wedding,Korean Pink
neutral,oval,medium,bold,work,Cat Eye
neutral,coffin,short,minimal,daily,Minimal Nude
warm,square,medium,bold,date,Cat Eye
cool,oval,long,bold,date,Marble
warm,almond,medium,bold,wedding,Glitter Gold
neutral,stiletto,short,minimal,party,Minimal Nude
cool,stiletto,short,bold,daily,French Classic
neutral,square,short,minimal,party,Minimal Nude
neutral,almond,medium,minimal,work,Minimal Nude
cool,stiletto,medium,classic,wedding,Korean Pink
cool,round,long,bold,work,Cat Eye
neutral,almond,medium,classic,date,Berry Jelly
warm,almond,medium,classic,daily,Minimal Nude
cool,oval,medium,minimal,work,Minimal Nude
neutral,square,long,minimal,work,Minimal Nude
neutral,almond,long,minimal,wedding,Terracotta Swirl
cool,almond,long,bold,daily,Cat Eye
cool,oval,medium,bold,daily,Cat Eye
cool,almond,short,bold,wedding,Marble
cool,stiletto,short,minimal,daily,Minimal Nude
neutral,almond,medium,bold,daily,Cat Eye
warm,squoval,medium,bold,work,Cat Eye
cool,almond,short,minimal,party,Korean Pink
neutral,square,medium,minimal,wedding,Minimal Nude
warm,oval,short,minimal,date,French Classic
neutral,stiletto,long,bold,daily,Terracotta Swirl
warm,stiletto,long,minimal,daily,Minimal Nude
cool,oval,medium,minimal,wedding,Korean Pink
neutral,oval,medium,minimal,date,Minimal Nude
neutral,round,long,minimal,daily,Minimal Nude
neutral,oval,medium,bold,wedding,Terracotta Swirl
warm,squoval,long,classic,wedding,Glitter Gold
cool,stiletto,long,minimal,date,Korean Pink
cool,coffin,long,bold,daily,Marble
neutral,almond,medium,classic,daily,French Classic
warm,stiletto,long,minimal,wedding,Glitter Gold
warm,round,medium,bold,work,Cat Eye
neutral,squoval,long,classic,daily,French Classic
cool,square,long,classic,wedding,Korean Pink
warm,round,medium,bold,party,Glitter Gold
cool,squoval,medium,minimal,work,Minimal Nude
warm,coffin,medium,bold,daily,Cat Eye
warm,almond,medium,minimal,date,Minimal Nude
cool,stiletto,medium,bold,work,Cat Eye
cool,coffin,long,classic,party,Korean Pink
neutral,stiletto,short,minimal,date,Minimal Nude
neutral,coffin,medium,bold,party,Terracotta Swirl
neutral,almond,long,classic,work,French Classic
cool,coffin,short,minimal,daily,Minimal Nude
neutral,square,short,minimal,date,Minimal Nude
neutral,squoval,short,bold,wedding,Terracotta Swirl
neutral,square,long,bold,daily,Terracotta Swirl
neutral,coffin,medium,classic,work,French Classic
warm,squoval,short,classic,daily,French Classic
cool,coffin,long,minimal,party,Marble
cool,almond,long,classic,daily,Korean Pink
cool,stiletto,medium,classic,party,Korean Pink
neutral,oval,short,bold,daily,French Classic
neutral,round,short,bold,date,Cat Eye
neutral,square,short,bold,work,Cat Eye
cool,square,short,bold,wedding,Marble
warm,almond,short,classic,daily,Minimal Nude
warm,almond,short,minimal,work,Minimal Nude
cool,stiletto,long,classic,daily,Korean Pink
cool,oval,short,classic,date,Korean Pink
cool,squoval,long,classic,party,Korean Pink
cool,almond,short,minimal,wedding,Korean Pink
neutral,round,short,bold,work,French Classic
neutral,coffin,long,bold,date,Terracotta Swirl
warm,squoval,long,minimal,work,Minimal Nude
neutral,round,short,minimal,date,Minimal Nude
neutral,coffin,long,bold,party,Terracotta Swirl
warm,stiletto,long,minimal,date,Minimal Nude
neutral,almond,medium,classic,wedding,Korean Pink
neutral,square,short,classic,work,French Classic
cool,oval,medium,classic,daily,French Classic
cool,coffin,medium,classic,daily,French Classic
neutral,round,medium,bold,party,Terracotta Swirl
cool,stiletto,medium,minimal,date,Korean Pink
warm,almond,short,classic,date,French Classic
neutral,square,medium,classic,wedding,Korean Pink
cool,squoval,long,minimal,date,Korean Pink
warm,oval,medium,minimal,work,Minimal Nude
cool,stiletto,long,bold,party,Marble
warm,stiletto,short,classic,daily,French Classic
warm,oval,long,bold,party,Glitter Gold
cool,oval,medium,bold,date,Cat Eye
cool,round,medium,classic,date,Korean Pink
warm,coffin,short,minimal,wedding,Minimal Nude
cool,coffin,medium,bold,party,Marble
cool,coffin,short,bold,work,French Classic
neutral,stiletto,long,minimal,work,Minimal Nude
neutral,almond,medium,bold,party,Terracotta Swirl
cool,oval,long,bold,date,Marble
warm,oval,medium,classic,wedding,French Classic
neutral,almond,long,classic,wedding,Korean Pink
cool,stiletto,short,minimal,daily,Minimal Nude
neutral,coffin,short,classic,date,French Classic
neutral,square,short,classic,wedding,French Classic
cool,square,medium,classic,work,Korean Pink
cool,square,long,minimal,work,Minimal Nude
warm,round,short,bold,date,Cat Eye
warm,almond,short,bold,date,Cat Eye
warm,squoval,short,classic,work,French Classic
neutral,squoval,long,classic,date,Korean Pink
cool,square,short,bold,daily,French Classic
cool,squoval,medium,minimal,work,Minimal Nude
neutral,coffin,short,classic,daily,French Classic
warm,coffin,short,classic,work,French Classic
cool,squoval,long,bold,date,Marble
warm,coffin,long,classic,daily,French Classic
neutral,stiletto,long,classic,work,French Classic
neutral,stiletto,long,minimal,daily,Minimal Nude
neutral,squoval,short,bold,work,French Classic
warm,squoval,short,bold,party,Glitter Gold
warm,coffin,short,bold,work,Minimal Nude
cool,almond,long,minimal,work,Berry Jelly
cool,almond,medium,bold,date,Cat Eye
cool,squoval,long,bold,work,Cat Eye
warm,square,long,classic,party,Glitter Gold
cool,almond,medium,bold,party,Marble
warm,round,medium,classic,party,Glitter Gold
neutral,squoval,short,minimal,party,Minimal Nude
neutral,round,medium,bold,party,Terracotta Swirl
cool,stiletto,medium,bold,party,Marble
warm,square,medium,bold,work,Cat Eye
cool,round,long,classic,wedding,Korean Pink
cool,squoval,medium,classic,party,Korean Pink
warm,square,medium,bold,work,Cat Eye
warm,square,medium,classic,work,French Classic
warm,almond,short,bold,daily,Minimal Nude
neutral,almond,medium,minimal,date,Minimal Nude
neutral,round,medium,minimal,wedding,Minimal Nude
neutral,round,long,minimal,date,Minimal Nude
neutral,oval,short,bold,party,Terracotta Swirl
warm,square,short,classic,wedding,French Classic
neutral,coffin,short,minimal,daily,Minimal Nude
neutral,round,long,classic,party,Korean Pink
cool,round,short,bold,work,Korean Pink
warm,stiletto,medium,bold,party,Glitter Gold
neutral,square,short,minimal,daily,Minimal Nude
neutral,stiletto,long,classic,daily,Berry Jelly
neutral,oval,short,bold,date,Cat Eye
warm,stiletto,long,classic,wedding,Glitter Gold
neutral,round,medium,classic,party,Korean Pink
cool,coffin,long,classic,party,Korean Pink
warm,oval,medium,bold,wedding,Glitter Gold
neutral,almond,long,minimal,party,Marble
neutral,squoval,medium,bold,daily,Cat Eye
neutral,round,medium,minimal,party,Terracotta Swirl
neutral,round,long,classic,wedding,Korean Pink
neutral,round,short,bold,work,French Classic
cool,almond,short,minimal,work,Minimal Nude
cool,almond,long,bold,work,Korean Pink
cool,squoval,medium,bold,wedding,Marble
warm,square,long,bold,date,Glitter Gold
warm,square,long,minimal,date,Minimal Nude
neutral,squoval,medium,bold,work,Cat Eye
neutral,squoval,long,bold,daily,Terracotta Swirl
cool,coffin,short,classic,work,French Classic
warm,almond,long,minimal,work,Minimal Nude
warm,round,medium,classic,work,French Classic
neutral,squoval,short,bold,date,Cat Eye
warm,square,short,classic,wedding,French Classic
neutral,square,long,classic,date,Korean Pink
neutral,coffin,short,minimal,wedding,Minimal Nude
warm,stiletto,long,bold,wedding,Glitter Gold
cool,squoval,medium,minimal,wedding,Korean Pink
neutral,stiletto,short,minimal,date,Minimal Nude
cool,round,medium,classic,work,Korean Pink
warm,round,medium,bold,work,Cat Eye
warm,almond,medium,classic,daily,Minimal Nude
neutral,oval,short,classic,date,French Classic
cool,coffin,short,minimal,wedding,Korean Pink
cool,almond,long,classic,wedding,Korean Pink
cool,square,long,bold,work,Cat Eye
warm,coffin,short,classic,work,French Classic
warm,oval,long,bold,party,Glitter Gold
neutral,almond,medium,bold,date,Cat Eye
cool,oval,short,minimal,work,Minimal Nude
warm,stiletto,long,minimal,work,Minimal Nude
warm,square,short,minimal,work,Minimal Nude
cool,squoval,long,classic,wedding,Korean Pink
warm,oval,long,classic,party,Glitter Gold
neutral,squoval,medium,classic,date,Korean Pink
warm,almond,short,minimal,wedding,Minimal Nude
cool,almond,medium,classic,wedding,Korean Pink
neutral,squoval,long,classic,work,Korean Pink
cool,stiletto,long,classic,party,Korean Pink
neutral,oval,medium,classic,work,French Classic
warm,oval,medium,classic,date,French Classic
neutral,square,medium,minimal,wedding,Minimal Nude
neutral,round,long,classic,daily,French Classic
neutral,squoval,medium,minimal,wedding,Minimal Nude
warm,almond,short,bold,party,Glitter Gold
neutral,squoval,medium,minimal,party,Terracotta Swirl
neutral,stiletto,long,minimal,daily,Minimal Nude
neutral,coffin,short,bold,work,French Classic
warm,round,medium,minimal,daily,Minimal Nude
neutral,round,medium,minimal,date,Minimal Nude
warm,coffin,long,bold,daily,Glitter Gold
neutral,stiletto,medium,bold,work,Cat Eye
neutral,coffin,medium,bold,daily,Cat Eye
cool,squoval,long,bold,daily,Korean Pink
warm,coffin,medium,minimal,work,Minimal Nude
cool,almond,short,bold,date,Cat Eye
neutral,coffin,short,classic,wedding,French Classic
warm,square,medium,bold,daily,Cat Eye
cool,round,short,minimal,work,Minimal Nude
warm,square,long,bold,daily,Glitter Gold
warm,oval,long,classic,party,Marble
warm,square,long,bold,work,Cat Eye
neutral,oval,medium,minimal,party,Terracotta Swirl
warm,square,short,bold,wedding,Glitter Gold
warm,square,short,minimal,wedding,Minimal Nude
cool,square,short,classic,wedding,Korean Pink
cool,stiletto,long,bold,party,Marble
neutral,stiletto,short,minimal,date,Minimal Nude
neutral,almond,short,bold,party,Terracotta Swirl
neutral,stiletto,medium,minimal,wedding,Minimal Nude
neutral,almond,long,classic,daily,French Classic
warm,square,short,classic,wedding,French Classic
neutral,coffin,long,minimal,party,Terracotta Swirl
neutral,square,medium,bold,party,Terracotta Swirl
warm,square,long,minimal,wedding,Glitter Gold
warm,oval,medium,classic,wedding,Korean Pink
warm,oval,medium,classic,work,French Classic
warm,stiletto,short,classic,date,French Classic
neutral,coffin,medium,bold,party,Terracotta Swirl
warm,square,long,classic,date,Korean Pink
neutral,squoval,medium,minimal,work,Minimal Nude
neutral,round,medium,classic,wedding,Korean Pink
cool,almond,short,minimal,date,Minimal Nude
cool,almond,long,bold,work,Cat Eye
neutral,stiletto,short,minimal,wedding,Minimal Nude
warm,round,medium,minimal,wedding,Minimal Nude
warm,squoval,short,bold,work,Minimal Nude
warm,square,medium,minimal,work,Minimal Nude
warm,squoval,short,bold,work,Minimal Nude
neutral,stiletto,medium,minimal,party,Terracotta Swirl
warm,squoval,long,bold,party,Glitter Gold
cool,coffin,medium,classic,work,Korean Pink
warm,squoval,short,classic,work,French Classic
cool,square,long,bold,party,Marble
neutral,round,medium,classic,date,Berry Jelly
warm,stiletto,short,classic,wedding,French Classic
warm,almond,long,classic,daily,French Classic
warm,squoval,short,minimal,work,Minimal Nude
warm,square,medium,bold,work,Cat Eye
cool,square,medium,bold,party,Cat Eye
warm,oval,medium,bold,date,Cat Eye
cool,stiletto,short,classic,daily,French Classic
cool,stiletto,short,minimal,wedding,Korean Pink
neutral,squoval,long,classic,daily,French Classic
neutral,squoval,medium,minimal,wedding,Minimal Nude
neutral,coffin,short,bold,party,Terracotta Swirl
cool,coffin,medium,bold,wedding,Marble
warm,squoval,long,classic,daily,French Classic
cool,coffin,long,classic,work,Korean Pink
neutral,coffin,medium,classic,daily,French Classic
warm,round,medium,classic,wedding,French Classic
neutral,square,medium,classic,wedding,Korean Pink
warm,almond,medium,minimal,wedding,Minimal Nude
warm,squoval,medium,classic,daily,French Classic
cool,coffin,short,bold,party,Marble
warm,almond,short,minimal,work,Minimal Nude
cool,square,medium,classic,date,Korean Pink
neutral,stiletto,long,bold,party,Marble
cool,round,short,bold,daily,French Classic
neutral,round,medium,bold,wedding,Terracotta Swirl
warm,oval,long,classic,daily,French Classic
cool,round,short,bold,wedding,Marble
neutral,almond,long,minimal,daily,Minimal Nude
cool,oval,medium,classic,work,Korean Pink
neutral,round,long,classic,work,French Classic
cool,round,medium,minimal,daily,Minimal Nude
neutral,oval,medium,classic,party,Korean Pink
neutral,square,short,minimal,work,French Classic
warm,round,long,classic,date,Korean Pink
neutral,squoval,long,bold,wedding,Terracotta Swirl
cool,almond,short,classic,wedding,Korean Pink
cool,oval,medium,bold,party,Marble
neutral,oval,long,classic,wedding,Korean Pink
neutral,stiletto,long,minimal,party,Terracotta Swirl
cool,round,short,bold,date,Cat Eye
cool,stiletto,medium,classic,party,Marble
neutral,oval,long,classic,date,Korean Pink
warm,stiletto,medium,bold,party,Glitter Gold
cool,almond,short,classic,date,Korean Pink
warm,round,medium,minimal,work,Minimal Nude
neutral,square,short,minimal,party,Minimal Nude
cool,stiletto,short,classic,date,Korean Pink
cool,coffin,short,bold,wedding,Marble
neutral,squoval,short,classic,party,French Classic
cool,stiletto,medium,minimal,work,Minimal Nude
warm,almond,medium,classic,work,French Classic
warm,squoval,long,bold,party,Glitter Gold
cool,oval,long,minimal,date,Korean Pink
neutral,almond,long,minimal,date,Minimal Nude
cool,round,medium,bold,work,Cat Eye
neutral,squoval,long,minimal,wedding,Glitter Gold
neutral,squoval,long,bold,work,Cat Eye
warm,squoval,medium,bold,work,Cat Eye
neutral,oval,medium,minimal,wedding,Minimal Nude
warm,almond,medium,classic,work,French Classic
cool,oval,short,classic,date,Korean Pink
neutral,stiletto,medium,minimal,work,Minimal Nude
warm,round,long,minimal,party,Glitter Gold
cool,stiletto,medium,minimal,party,Korean Pink
neutral,almond,short,bold,date,Cat Eye
neutral,coffin,short,classic,party,French Classic
warm,square,medium,bold,daily,Cat Eye
neutral,almond,long,bold,party,Terracotta Swirl
warm,round,short,classic,date,French Classic
warm,coffin,short,classic,party,French Classic
warm,oval,medium,minimal,wedding,Terracotta Swirl
neutral,round,medium,bold,party,Terracotta Swirl
cool,square,medium,bold,party,Marble
cool,coffin,medium,bold,wedding,Marble
warm,oval,long,classic,daily,French Classic
cool,almond,medium,bold,wedding,Marble
neutral,oval,long,bold,wedding,Terracotta Swirl
cool,coffin,medium,minimal,work,Minimal Nude
cool,stiletto,medium,classic,work,Korean Pink
neutral,square,short,bold,daily,French Classic
neutral,almond,long,bold,party,Terracotta Swirl
warm,square,long,minimal,date,Minimal Nude
cool,almond,medium,classic,party,Korean Pink
neutral,squoval,short,classic,party,French Classic
cool,oval,medium,minimal,work,Minimal Nude
neutral,stiletto,long,minimal,work,Minimal Nude
cool,almond,long,minimal,date,Korean Pink
neutral,oval,medium,bold,daily,Cat Eye
warm,square,long,minimal,wedding,Glitter Gold
neutral,stiletto,long,bold,daily,Terracotta Swirl
warm,squoval,long,bold,work,Cat Eye
neutral,oval,long,bold,work,Cat Eye
neutral,squoval,short,minimal,date,Minimal Nude
cool,round,long,minimal,daily,Minimal Nude
warm,almond,medium,minimal,work,Minimal Nude
neutral,stiletto,long,classic,party,Terracotta Swirl
cool,stiletto,long,minimal,work,Minimal Nude
